u,v,key,osmid,highway,name,oneway,ref,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,width,access,traffic
1105125516,31255183,0,968060910,tertiary,銀座桜通り,False,,True,31.3521261000857,"LINESTRING (139.7697946 35.6742092, 139.7700395 35.6740898, 139.7700922 35.6740641)",,,,,,,1
1105125539,1105125227,0,95274326,unclassified,銀座三原通り,True,,False,131.465592817471,"LINESTRING (139.768561 35.6732927, 139.7685169 35.673236, 139.7678256 35.6723463, 139.7677838 35.6722931)",,,,,,,1
1105125539,1105125670,0,95277526,unclassified,銀座柳通り,True,,False,29.6994348393498,"LINESTRING (139.768561 35.6732927, 139.7686257 35.6732496, 139.7688153 35.6731234)",,,,,,,1
1105125583,1105125140,0,"[723855277, 95274326]",unclassified,銀座三原通り,True,,False,104.817831192943,"LINESTRING (139.7669672 35.6713031, 139.7669167 35.6712509, 139.7665489 35.6708893, 139.7663141 35.6706557, 139.7662319 35.6705739)",,,,,,,1
1105125583,951247044,0,342481201,unclassified,松屋通り,True,,False,29.0195566568084,"LINESTRING (139.7669672 35.6713031, 139.7670324 35.6712599, 139.7672162 35.6711382)",,,,,,,1
1105125625,475008839,0,4848930,tertiary,御門通り,True,,False,51.1236760162627,"LINESTRING (139.7611885 35.6676284, 139.7611157 35.6676534, 139.7606628 35.6677986)",,,,,,,1
1105125625,31254332,0,196380141,trunk,中央通り,True,15,False,136.380804781354,"LINESTRING (139.7611885 35.6676284, 139.7612743 35.6677031, 139.7620948 35.6684587, 139.7621276 35.6684889, 139.7621899 35.6685462)",2,50,,,,,1
1105125628,1105125657,0,157296623,unclassified,,True,,False,27.281646305478,"LINESTRING (139.7712791 35.6728553, 139.7710559 35.672939, 139.7710047 35.6729578)",,,,,,,1
1105125645,951247044,0,46869642,unclassified,,True,,False,95.6288470552232,"LINESTRING (139.7665591 35.6704644, 139.7666493 35.6705433, 139.7671744 35.6710943, 139.7672162 35.6711382)",,,,,,,1
1105125645,1105125307,0,95274341,unclassified,,True,,False,42.3535517012986,"LINESTRING (139.7665591 35.6704644, 139.7666125 35.6704001, 139.7666418 35.6702853, 139.7666269 35.6702084, 139.766603 35.6701875, 139.7665353 35.6701298)",,,,,,,1
1105125657,1105125486,0,157296623,unclassified,,True,,False,60.6991957485377,"LINESTRING (139.7710047 35.6729578, 139.7709596 35.6729785, 139.770766 35.6730546, 139.770534 35.6731443, 139.7704019 35.6731988)",,,,,,,1
1105125657,31255186,0,240392347,unclassified,木挽町仲通り,True,,False,94.8594215423936,"LINESTRING (139.7710047 35.6729578, 139.7710409 35.6730007, 139.7715213 35.6735863, 139.7715876 35.6736674)",,,,,,,1
1105125670,1105125749,0,95277526,unclassified,銀座柳通り,True,,False,40.7487708560997,"LINESTRING (139.7688153 35.6731234, 139.7691653 35.6728922)",,,,,,,1
1105125670,1105125516,0,46869642,unclassified,,True,,False,149.673904155996,"LINESTRING (139.7688153 35.6731234, 139.7688507 35.6731619, 139.7697642 35.6741755, 139.7697946 35.6742092)",,,,,,,1
1105125707,499185613,0,968060910,tertiary,銀座桜通り,False,,False,16.9067631124954,"LINESTRING (139.7696956 35.674259, 139.7695383 35.6743414)",,,,,,,1
1105125707,1105125516,0,968060910,tertiary,銀座桜通り,False,,True,10.518241942391,"LINESTRING (139.7696956 35.674259, 139.7697946 35.6742092)",,,,,,,1
1105125749,1070638617,0,95277526,unclassified,銀座柳通り,True,,False,52.3866770723152,"LINESTRING (139.7691653 35.6728922, 139.7695194 35.672651, 139.7696097 35.6725895)",,,,,,,1
1105125749,1105125467,0,856631371,unclassified,,True,,False,131.183199173481,"LINESTRING (139.7691653 35.6728922, 139.769123 35.6728404, 139.7689604 35.6726411, 139.7685978 35.6721758, 139.7684163 35.6719485, 139.7683782 35.6719008)",1,30,,,,,1
1105152856,1105152881,0,1070720646,tertiary,銀座桜通り,False,,False,42.5564633468446,"LINESTRING (139.7681998 35.6749414, 139.7680101 35.6749982, 139.7677584 35.6750752)",2,,,,,,1
1105152856,258071908,0,"[1070720649, 1070720646]",tertiary,銀座桜通り,False,,True,53.1054209094128,"LINESTRING (139.7681998 35.6749414, 139.7685452 35.6748397, 139.7686367 35.6748128, 139.7687537 35.6747814)",2,,,,,,1
1105152881,499185617,0,690198421,tertiary,銀座桜通り,False,,False,24.0253742280232,"LINESTRING (139.7677584 35.6750752, 139.7675105 35.6751535)",,,,,,,1
1105152881,510591085,0,39629431,unclassified,銀座レンガ通り,True,,False,103.289170371455,"LINESTRING (139.7677584 35.6750752, 139.7677125 35.6750329, 139.767057 35.6744029, 139.7670192 35.6743665)",,,,,,,1
1105152881,1105152856,0,1070720646,tertiary,銀座桜通り,False,,True,42.5564633468446,"LINESTRING (139.7677584 35.6750752, 139.7680101 35.6749982, 139.7681998 35.6749414)",2,,,,,,1
1105152884,1105125628,0,74314550,residential,,True,,False,29.5309310857563,"LINESTRING (139.7711072 35.6726294, 139.7712791 35.6728553)",,,,,,,1
1105152891,1105152927,0,95277523,unclassified,銀中通り,True,,False,38.0130513331018,"LINESTRING (139.7679854 35.668213, 139.7682071 35.6683996, 139.7682776 35.668459)",,,,,,,1
1105152894,1105125509,0,95277526,unclassified,銀座柳通り,True,,False,46.3676166245891,"LINESTRING (139.7678195 35.673803, 139.7678729 35.6737653, 139.768209 35.6735314)",,,,,,,1
1105152894,304153036,0,568498791,trunk,中央通り,True,15,False,128.24871714909,"LINESTRING (139.7678195 35.673803, 139.7677581 35.6737456, 139.7669812 35.6730196, 139.7669418 35.6729827, 139.7668881 35.6729325)",2,50,,,,,1
1105152915,1130958954,0,74314548,residential,木挽町通り,True,,False,70.7978707670309,"LINESTRING (139.7699712 35.6708118, 139.7699166 35.6707657, 139.7694274 35.6703533)",,30,,,,,1
1105152915,951247034,0,342481197,tertiary,,True,,False,37.7389756190196,"LINESTRING (139.7699712 35.6708118, 139.7699203 35.6708464, 139.769651 35.6710298)",,,,,,,1
1105152917,878518784,0,74314564,residential,,False,,False,39.060080831632,"LINESTRING (139.7698349 35.6717661, 139.7698743 35.6717398, 139.770169 35.6715431)",,,,,,,1
1105152917,1070638257,0,240392347,unclassified,木挽町仲通り,True,,False,57.6973216064674,"LINESTRING (139.7698349 35.6717661, 139.7701816 35.6721278, 139.7702278 35.6721752)",,,,,,,1
1105152918,1326673799,0,97685664,residential,,True,,False,18.5107241894529,"LINESTRING (139.7718268 35.6723198, 139.7716457 35.6723977)",,,,,,,1
1105152918,1105125419,0,342481198,unclassified,,True,,False,32.6959446002065,"LINESTRING (139.7718268 35.6723198, 139.7719039 35.6725709, 139.7719144 35.6726051)",,,,,,,1
1105152920,1105152894,0,95277526,unclassified,銀座柳通り,True,,False,6.78639671208307,"LINESTRING (139.7677657 35.6738456, 139.7678195 35.673803)",,,,,,,1
1105152920,258071908,0,1026056857,trunk,中央通り,True,15,False,137.087263715515,"LINESTRING (139.7677657 35.6738456, 139.767824 35.6739006, 139.7686091 35.6746412, 139.7686536 35.6746835, 139.7687537 35.6747814)",2,50,,,,,1
1105152922,2135828675,0,690198420,tertiary,銀座桜通り,False,,False,67.079612814905,"LINESTRING (139.7667528 35.6753916, 139.766179 35.6755605, 139.7660545 35.6755969)",,,,,,,1
1105152922,473470198,0,690198420,tertiary,銀座桜通り,False,,True,48.0060433317254,"LINESTRING (139.7667528 35.6753916, 139.7671348 35.6752716, 139.7672485 35.6752359)",,,,,,,1
1105152927,835996339,0,95277523,unclassified,銀中通り,True,,False,12.3701309332281,"LINESTRING (139.7682776 35.668459, 139.7683805 35.6685324)",,,,,,,1
1105152927,1130958355,0,172598640,primary,晴海通り,True,304,False,68.8164656706711,"LINESTRING (139.7682776 35.668459, 139.768177 35.6685506, 139.767771 35.6689212)",3,,,,,,1
1105152945,588411746,0,968060906,tertiary,銀座桜通り,False,,True,19.3540560071786,"LINESTRING (139.7721952 35.6734449, 139.7723961 35.6733844)",,,,,,,1
1105152945,31255186,0,968060906,tertiary,銀座桜通り,False,,False,60.2029678229294,"LINESTRING (139.7721952 35.6734449, 139.7716464 35.6736459, 139.7715876 35.6736674)",,,,,,,1
1105152951,473470166,0,95277526,unclassified,銀座柳通り,True,,False,46.169486928535,"LINESTRING (139.7662507 35.6749077, 139.7665637 35.6746855, 139.7666356 35.6746345)",,,,,,,1
1105152951,1105152922,0,95277528,unclassified,,True,,False,70.4051815979257,"LINESTRING (139.7662507 35.6749077, 139.7662931 35.6749406, 139.7667123 35.6753513, 139.7667528 35.6753916)",,,,,,,1
1105152954,1130958668,0,342481201,unclassified,松屋通り,True,,False,6.45690764715837,"LINESTRING (139.7689251 35.6699152, 139.7689785 35.6698766)",,,,,,,1
1130958290,1130958685,0,97685613,tertiary,演舞場通り,False,,True,34.6631838697076,"LINESTRING (139.7657884 35.6673885, 139.7655184 35.66761)",,,,,,,1
1130958290,1130958313,0,97685613,tertiary,演舞場通り,False,,False,73.5348010592485,"LINESTRING (139.7657884 35.6673885, 139.7658406 35.667345, 139.7658837 35.6673089, 139.7662907 35.6669689, 139.7663559 35.6669144)",,,,,,,1
1130958290,1130958573,0,97685638,unclassified,木挽町通り,True,,False,121.060049735876,"LINESTRING (139.7657884 35.6673885, 139.765742 35.6673583, 139.7648906 35.6666613, 139.7648386 35.6666209)",,,,,,,1
1130958305,31254315,0,895804511,tertiary,御門通り,True,,False,16.0410337255154,"LINESTRING (139.7625203 35.6669309, 139.7624881 35.6669999, 139.7624478 35.6670623)",,,,,,,1
1130958313,835996371,0,69963032,tertiary,銀中通り,False,,False,115.558094343488,"LINESTRING (139.7663559 35.6669144, 139.7664314 35.6669723, 139.7668308 35.6672792, 139.767193 35.6675573, 139.7672855 35.6676283)",,,,,,,1
1130958313,835996352,0,69963032,tertiary,銀中通り,False,,True,119.785991225745,"LINESTRING (139.7663559 35.6669144, 139.7662838 35.6668596, 139.7654392 35.6662179, 139.7653873 35.6661787)",,,,,,,1
1130958313,1130958745,0,97685613,tertiary,演舞場通り,False,,False,47.0120197338383,"LINESTRING (139.7663559 35.6669144, 139.7664072 35.666869, 139.7667079 35.666603)",,,,,,,1
1130958313,1130958290,0,97685613,tertiary,演舞場通り,False,,True,73.5348010592485,"LINESTRING (139.7663559 35.6669144, 139.7662907 35.6669689, 139.7658837 35.6673089, 139.7658406 35.667345, 139.7657884 35.6673885)",,,,,,,1
1130958355,1130958663,0,172598640,primary,晴海通り,True,304,False,38.2658402641771,"LINESTRING (139.767771 35.6689212, 139.7674799 35.6691712)",3,,,,,,1
1130958355,1130958646,0,97685638,unclassified,木挽町通り,True,,False,126.327163976623,"LINESTRING (139.767771 35.6689212, 139.7676893 35.6688522, 139.7668493 35.6681534, 139.7667936 35.6681087)",,,,,,,1
1130958386,1130958663,0,97685764,residential,,True,,False,125.549469241735,"LINESTRING (139.7665094 35.668363, 139.7665589 35.6684025, 139.7674122 35.6691147, 139.7674799 35.6691712)",,,,,,,1
1130958386,1130958646,0,680788592,unclassified,みゆき通り,True,,False,38.1930341905937,"LINESTRING (139.7665094 35.668363, 139.766757 35.6681416, 139.7667936 35.6681087)",,30,,,,,1
1130958407,1130958618,0,895804510,tertiary,御門通り,True,,False,35.0013385069168,"LINESTRING (139.7620234 35.6673438, 139.7616647 35.6674628)",,,,,,,1
1130958426,1130958305,0,44049166,unclassified,,True,,False,112.393390935075,"LINESTRING (139.7634333 35.6676175, 139.7633879 35.6675858, 139.7632958 35.6675161, 139.7625927 35.6669846, 139.7625203 35.6669309)",1,,,,,,1
1130958426,31254298,0,97685754,unclassified,花椿通り,True,,False,66.9088952661836,"LINESTRING (139.7634333 35.6676175, 139.7635554 35.6675161, 139.7638585 35.6672644, 139.7639483 35.6671851)",,30,,,,,1
1130958431,951247035,0,342481196,unclassified,,True,,False,73.9702440693409,"LINESTRING (139.7700151 35.669901, 139.7705505 35.6703339, 139.7705957 35.6703701)",,,,,,,1
1130958441,475010342,0,539237086,primary,晴海通り,True,304,False,73.1634661616695,"LINESTRING (139.7666067 35.6699099, 139.7660409 35.6703807)",3,,,,,,1
1130958441,1130958464,0,44049166,unclassified,,True,,False,14.4272910923392,"LINESTRING (139.7666067 35.6699099, 139.7665621 35.6699167, 139.766524 35.6699142, 139.7664841 35.6698978, 139.7664615 35.6698801)",1,,,,,,1
1130958459,1130958918,0,97685614,residential,,False,,False,106.03794952387,"LINESTRING (139.7687457 35.6696828, 139.7687004 35.669714, 139.7679383 35.6702731, 139.7678722 35.6703198)",,,,,,,1
1130958459,1130958517,0,97685780,unclassified,木挽町通り,True,,False,110.694397198903,"LINESTRING (139.7687457 35.6696828, 139.7679513 35.6690153, 139.7678896 35.6689708)",,,,,,,1
1130958464,559979730,0,44049166,unclassified,,True,,False,107.93706820666,"LINESTRING (139.7664615 35.6698801, 139.7656388 35.6692615, 139.7655843 35.669221)",1,,,,,,1
1130958464,1130958964,0,97685763,unclassified,,True,,False,43.8960148786695,"LINESTRING (139.7664615 35.6698801, 139.7664315 35.6698783, 139.7664063 35.6698832, 139.7663265 35.6699547, 139.7662605 35.669968, 139.7660245 35.6700155)",,,,,,,1
1130958499,1130958577,0,97685654,residential,,True,,False,34.7629796822892,"LINESTRING (139.7688644 35.6707731, 139.7691558 35.6705689)",,,,,,,1
1130958499,951247022,0,81610536,residential,,True,,False,68.0445946545247,"LINESTRING (139.7688644 35.6707731, 139.7692934 35.671212, 139.7693324 35.6712526)",,,,,,,1
1130958517,1130958893,0,269150840,primary,晴海通り,True,304,False,34.0297455794436,"LINESTRING (139.7678896 35.6689708, 139.7681347 35.6687384)",3,,,,,,1
1130958520,1891432787,0,39629550,unclassified,交詢社通り,True,,False,49.5281582727494,"LINESTRING (139.7635777 35.6691077, 139.7632667 35.6693245, 139.7632203 35.6693569, 139.7631623 35.6693984)",,,,,,,1
1130958522,1130958558,0,97685642,unclassified,木挽町通り,True,,False,36.0801216317395,"LINESTRING (139.7644814 35.6663276, 139.7647085 35.6665139, 139.764762 35.6665585)",,,,,,,1
1130958543,565362110,0,27695604,unclassified,並木通り,True,,False,49.029386269965,"LINESTRING (139.7643949 35.6725184, 139.7647056 35.6728086, 139.7647511 35.6728511)",,,,,10,,1
1130958543,2135828653,0,97685625,residential,,True,,False,64.4581417948852,"LINESTRING (139.7643949 35.6725184, 139.7643576 35.6725443, 139.7639219 35.6728463, 139.763852 35.6728946)",,,,,,,1
1130958546,1130958426,0,97685754,unclassified,花椿通り,True,,False,33.6404816729053,"LINESTRING (139.7631742 35.6678348, 139.7634333 35.6676175)",,30,,,,,1
1130958546,559359763,0,43988828,unclassified,,True,,False,131.238544703218,"LINESTRING (139.7631742 35.6678348, 139.7632089 35.6678633, 139.7641764 35.668611, 139.7642258 35.6686491)",,,,,,,1
1130958558,1130958573,0,97685673,unclassified,木挽町通り,False,,True,9.79939668092817,"LINESTRING (139.764762 35.6665585, 139.7648386 35.6666209)",,,,,,,1
1130958558,835996327,0,172598650,tertiary,中央市場通り,True,,False,34.6646061417313,"LINESTRING (139.764762 35.6665585, 139.7644832 35.6667727)",2,,,,,,1
1130958573,1130958558,0,97685673,unclassified,木挽町通り,False,,False,9.79939668092817,"LINESTRING (139.7648386 35.6666209, 139.764762 35.6665585)",,,,,,,1
1130958573,835996352,0,69963044,tertiary,中央市場通り,True,,False,69.8194588226883,"LINESTRING (139.7648386 35.6666209, 139.7650119 35.6664813, 139.7653163 35.6662362, 139.7653873 35.6661787)",2,,,,,,1
1130958577,951247034,0,81610534,residential,,True,,False,68.0262090802014,"LINESTRING (139.7691558 35.6705689, 139.76961 35.6709916, 139.769651 35.6710298)",,,,,,,1
1130958577,1130958954,0,97685654,residential,,True,,False,34.3027493304727,"LINESTRING (139.7691558 35.6705689, 139.7693951 35.6703791, 139.7694274 35.6703533)",,,,,,,1
1130958590,1130958520,0,97685619,unclassified,信楽通り,True,,False,128.991381860882,"LINESTRING (139.7626046 35.6682588, 139.7626449 35.6682928, 139.7635346 35.6690671, 139.7635777 35.6691077)",,,,,,,1
1130958590,1130958758,0,97685754,unclassified,花椿通り,True,,False,38.4744785986463,"LINESTRING (139.7626046 35.6682588, 139.7628674 35.6680741, 139.7629257 35.6680315)",,30,,,,,1
1130958602,1130958520,0,39629550,unclassified,交詢社通り,True,,False,46.5468466089173,"LINESTRING (139.763967 35.6688335, 139.7639116 35.6688746, 139.7635777 35.6691077)",,,,,,,1
1130958602,1130958758,0,97685728,unclassified,銀座三原通り,True,,False,129.620027043107,"LINESTRING (139.763967 35.6688335, 139.7639088 35.6687895, 139.7629709 35.6680662, 139.7629257 35.6680315)",,,,,,,1
1130958618,1130958590,0,97685619,unclassified,信楽通り,True,,False,122.659444709892,"LINESTRING (139.7616647 35.6674628, 139.761721 35.6675148, 139.7625597 35.6682215, 139.7626046 35.6682588)",,,,,,,1
1130958618,499185790,0,895804510,tertiary,御門通り,True,,False,39.1976822031403,"LINESTRING (139.7616647 35.6674628, 139.7614416 35.6675423, 139.7613568 35.6675725, 139.761266 35.6676018)",,,,,,,1
1130958629,1130958431,0,97685654,residential,,True,,False,35.865323620814,"LINESTRING (139.7697322 35.6701273, 139.7699776 35.6699301, 139.7700151 35.669901)",,,,,,,1
1130958629,1130958846,0,97685692,residential,,True,,False,72.2129648580995,"LINESTRING (139.7697322 35.6701273, 139.7702327 35.6705589, 139.7702797 35.6706005)",,,,,,,1
1130958646,1715778976,0,97685638,unclassified,木挽町通り,True,,False,63.8341574658809,"LINESTRING (139.7667936 35.6681087, 139.7667396 35.6680629, 139.7662667 35.6677265)",,,,,,,1
1130958646,835996371,0,680788592,unclassified,みゆき通り,True,,False,69.4843977366204,"LINESTRING (139.7667936 35.6681087, 139.7668343 35.6680689, 139.7672193 35.6676929, 139.7672855 35.6676283)",,30,,,,,1
1130958649,31254311,0,69963039,primary,昭和通り,True,316,False,63.9565882083589,"LINESTRING (139.7684933 35.6710077, 139.7681743 35.6706519, 139.7680771 35.6705424)",,,,,,,1
1130958649,1130958499,0,97685654,residential,,True,,False,42.4780113082899,"LINESTRING (139.7684933 35.6710077, 139.7685632 35.6709651, 139.7688644 35.6707731)",,,,,,,1
1130958663,31254309,0,172598640,primary,晴海通り,True,304,False,48.1952793480466,"LINESTRING (139.7674799 35.6691712, 139.7672296 35.6693859, 139.7671133 35.6694861)",3,,,,,,1
1130958668,1130958459,0,97685780,unclassified,木挽町通り,True,,False,30.1103847303076,"LINESTRING (139.7689785 35.6698766, 139.7689212 35.6698289, 139.7687457 35.6696828)",,,,,,,1
1130958668,1130958799,0,342481201,unclassified,松屋通り,True,,False,32.0024193375612,"LINESTRING (139.7689785 35.6698766, 139.7690105 35.6698535, 139.7692434 35.6696855)",,,,,,,1
1130958685,1130958290,0,97685613,tertiary,演舞場通り,False,,False,34.6631838697076,"LINESTRING (139.7655184 35.66761, 139.7657884 35.6673885)",,,,,,,1
1130958685,1130958976,0,97685613,tertiary,演舞場通り,False,,True,42.0074449622507,"LINESTRING (139.7655184 35.66761, 139.7652612 35.6678261, 139.7651943 35.6678809)",,,,,,,1
1130958685,1715779072,0,159457555,residential,,False,,True,59.0867913980184,"LINESTRING (139.7655184 35.66761, 139.7655699 35.6676518, 139.7659812 35.6679855)",,,,,,,1
1130958745,1130958313,0,97685613,tertiary,演舞場通り,False,,True,47.0120197338383,"LINESTRING (139.7667079 35.666603, 139.7664072 35.666869, 139.7663559 35.6669144)",,,,,,,1
1130958745,1130958331,0,97685661,unclassified,,True,,False,118.978638762857,"LINESTRING (139.7667079 35.666603, 139.7666642 35.6665684, 139.7658164 35.6658969, 139.7657647 35.6658562)",,,,,,,1
1130958758,1130958407,0,97685728,unclassified,銀座三原通り,True,,False,111.771765069844,"LINESTRING (139.7629257 35.6680315, 139.7628769 35.6679944, 139.7621056 35.6674022, 139.7620234 35.6673438)",,,,,,,1
1130958758,1130958546,0,97685754,unclassified,花椿通り,True,,False,31.3432735345993,"LINESTRING (139.7629257 35.6680315, 139.7629756 35.6679934, 139.7631742 35.6678348)",,30,,,,,1
1130958799,1130958629,0,97685692,residential,,True,,False,66.5700194610894,"LINESTRING (139.7692434 35.6696855, 139.7692616 35.6697318, 139.7697322 35.6701273)",,,,,,,1
1130958799,951247002,0,342481201,unclassified,松屋通り,True,,False,33.2489163154132,"LINESTRING (139.7692434 35.6696855, 139.7694543 35.6695214, 139.7694785 35.6695026, 139.7695107 35.66948)",,,,,,,1
1130958801,1130958573,0,69963044,tertiary,中央市場通り,True,,False,34.319779748593,"LINESTRING (139.7645734 35.6668419, 139.7648386 35.6666209)",2,,,,,,1
1130958801,835996327,0,97685704,unclassified,,False,,False,11.2073718368761,"LINESTRING (139.7645734 35.6668419, 139.7644832 35.6667727)",,30,,,,,1
1130958801,1130958685,0,97685735,unclassified,,True,,False,120.771949138514,"LINESTRING (139.7645734 35.6668419, 139.7646235 35.6668775, 139.7654763 35.6675757, 139.7655184 35.66761)",,,,,,,1
1130958813,835996333,0,651701877,tertiary,銀中通り,False,,False,28.6846287617655,"LINESTRING (139.763705 35.6665059, 139.7639283 35.6663225)",,,,,,,1
1130958813,835996358,0,651701877,tertiary,銀中通り,False,,True,33.8603754898145,"LINESTRING (139.763705 35.6665059, 139.7635424 35.6666288, 139.7634626 35.6667346)",,,,,,,1
1130958846,1105152915,0,342481197,tertiary,,True,,False,36.4506172000261,"LINESTRING (139.7702797 35.6706005, 139.7699712 35.6708118)",,,,,,,1
1130958878,951246999,0,680788593,primary,晴海通り,True,304,False,63.1551315776929,"LINESTRING (139.7655487 35.6707765, 139.7651935 35.6710367, 139.7651284 35.6710843, 139.7650292 35.6711566)",3,,,,,,1
1130958893,1130958799,0,97685692,residential,,True,,False,145.334577860059,"LINESTRING (139.7681347 35.6687384, 139.7681973 35.6687897, 139.7691977 35.6696463, 139.7692434 35.6696855)",,,,,,,1
1130958893,835996339,0,269150840,primary,晴海通り,True,304,False,31.9018590268286,"LINESTRING (139.7681347 35.6687384, 139.7682698 35.6686251, 139.7683805 35.6685324)",3,,,,,,1
1130958910,1130958522,0,97685642,unclassified,木挽町通り,True,,False,35.0834775018129,"LINESTRING (139.7642079 35.6661036, 139.7644814 35.6663276)",,,,,,,1
1130958910,835996333,0,651701877,tertiary,銀中通り,False,,True,35.0778599791125,"LINESTRING (139.7642079 35.6661036, 139.7639283 35.6663225)",,,,,,,1
1130958910,1130958973,0,"[69963032, 651701877]",tertiary,銀中通り,False,,False,100.193420294675,"LINESTRING (139.7642079 35.6661036, 139.7646975 35.6657031, 139.7647404 35.6656933, 139.7648063 35.6657107, 139.765019 35.6658831)",,,,,,,1
1130958918,31254310,0,69963039,primary,昭和通り,True,316,False,104.142084192974,"LINESTRING (139.7678722 35.6703198, 139.7673033 35.6697014, 139.7671822 35.6695695)",,,,,,,1
1130958918,1130958459,0,97685614,residential,,False,,True,106.03794952387,"LINESTRING (139.7678722 35.6703198, 139.7679383 35.6702731, 139.7687004 35.669714, 139.7687457 35.6696828)",,,,,,,1
1130958932,1130958602,0,97685728,unclassified,銀座三原通り,True,,False,131.153469342354,"LINESTRING (139.7650265 35.6696399, 139.7649748 35.669602, 139.7640186 35.6688744, 139.763967 35.6688335)",,,,,,,1
1130958932,559359760,0,680788592,unclassified,みゆき通り,True,,False,29.8421169904864,"LINESTRING (139.7650265 35.6696399, 139.76508 35.6695999, 139.7652703 35.6694588)",,30,,,,,1
1130958954,1105152954,0,74314548,residential,木挽町通り,True,,False,66.5729412291814,"LINESTRING (139.7694274 35.6703533, 139.7689727 35.6699568, 139.7689251 35.6699152)",,30,,,,,1
1130958954,1130958629,0,97685654,residential,,True,,False,37.2781227350202,"LINESTRING (139.7694274 35.6703533, 139.7694596 35.6703287, 139.7697322 35.6701273)",,,,,,,1
1130958964,5218144609,0,97685763,unclassified,,True,,False,32.0537716823537,"LINESTRING (139.7660245 35.6700155, 139.765959 35.6701524, 139.765896 35.6702842)",,,,,,,1
1130958973,835996360,0,69963032,tertiary,銀中通り,False,,False,37.8744512245341,"LINESTRING (139.765019 35.6658831, 139.7652391 35.6660628, 139.7653149 35.6661244)",,,,,,,1
1130958973,1130958910,0,"[69963032, 651701877]",tertiary,銀中通り,False,,True,100.193420294675,"LINESTRING (139.765019 35.6658831, 139.7648063 35.6657107, 139.7647404 35.6656933, 139.7646975 35.6657031, 139.7642079 35.6661036)",,,,,,,1
1130958973,1130958522,0,97685626,residential,,True,,False,69.2939097876648,"LINESTRING (139.765019 35.6658831, 139.7649783 35.6659159, 139.7644814 35.6663276)",,,,,,,1
1130958976,835996368,0,580847357,primary,昭和通り,True,316,False,71.7020515862695,"LINESTRING (139.7651943 35.6678809, 139.7646037 35.6674501)",,,,,,,1
1130958976,1130958685,0,97685613,tertiary,演舞場通り,False,,False,42.0074449622507,"LINESTRING (139.7651943 35.6678809, 139.7652612 35.6678261, 139.7655184 35.66761)",,,,,,,1
1130958981,1130958932,0,39629578,unclassified,みゆき通り,True,,False,53.0119454053894,"LINESTRING (139.7645762 35.6699456, 139.7649606 35.6696862, 139.7650265 35.6696399)",,30,,,,,1
1130958981,1130958878,0,240392412,unclassified,あづま通り,True,,False,127.494434473926,"LINESTRING (139.7645762 35.6699456, 139.7646287 35.6699918, 139.7651811 35.6704625, 139.7654795 35.6707203, 139.7655487 35.6707765)",,,,,,,1
1326673490,1326673800,0,92223190,tertiary,,False,,True,14.6913252116908,"LINESTRING (139.7712015 35.6715579, 139.7710716 35.6716374)",,,,,,,1
1326673490,835996357,0,92223190,tertiary,,False,,False,37.0505941900641,"LINESTRING (139.7712015 35.6715579, 139.7714933 35.671429, 139.7715631 35.6714007)",,,,,,,1
1326673490,1326673493,0,117855732,residential,,True,,False,60.4971644834613,"LINESTRING (139.7712015 35.6715579, 139.7711573 35.6715116, 139.7707871 35.6711305)",,,,,,yes,1
1326673493,835996338,0,74314564,residential,,False,,False,43.421335991079,"LINESTRING (139.7707871 35.6711305, 139.7711065 35.6709173, 139.7711585 35.6708826)",,,,,,,1
1326673493,878518740,0,74314564,residential,,False,,True,34.0891466132101,"LINESTRING (139.7707871 35.6711305, 139.7705261 35.6713047, 139.7704955 35.6713251)",,,,,,,1
1326673799,1105152884,0,97685664,residential,,True,,False,55.0448358864228,"LINESTRING (139.7716457 35.6723977, 139.7711072 35.6726294)",,,,,,,1
1326673799,1326673800,0,117855757,residential,,False,,True,99.1953494266076,"LINESTRING (139.7716457 35.6723977, 139.7711108 35.6716821, 139.7710716 35.6716374)",,,,,,yes,1
1326673800,1326673490,0,92223190,tertiary,,False,,False,14.6913252116908,"LINESTRING (139.7710716 35.6716374, 139.7712015 35.6715579)",,,,,,,1
1326673800,878518780,0,92223190,tertiary,,False,,True,18.2516060094887,"LINESTRING (139.7710716 35.6716374, 139.7709132 35.6717393)",,,,,,,1
1326673800,1326673799,0,117855757,residential,,False,,False,99.1953494266076,"LINESTRING (139.7710716 35.6716374, 139.7711108 35.6716821, 139.7716457 35.6723977)",,,,,,yes,1
1715778976,1715779072,0,159457557,residential,,False,,True,38.6598751430093,"LINESTRING (139.7662667 35.6677265, 139.7659812 35.6679855)",,,,,,,1
1715778976,1130958290,0,97685638,unclassified,木挽町通り,True,,False,57.2721901788243,"LINESTRING (139.7662667 35.6677265, 139.7658456 35.6674259, 139.7657884 35.6673885)",,,,,,,1
1715779072,1715778976,0,159457557,residential,,False,,False,38.6598751430093,"LINESTRING (139.7659812 35.6679855, 139.7662667 35.6677265)",,,,,,,1
1715779072,1130958685,0,159457555,residential,,False,,False,59.0867913980184,"LINESTRING (139.7659812 35.6679855, 139.7655699 35.6676518, 139.7655184 35.66761)",,,,,,,1
1715779072,1715779074,0,159457557,residential,,False,,True,42.8752247424592,"LINESTRING (139.7659812 35.6679855, 139.7657106 35.6682282, 139.7656626 35.6682713)",,,,,,,1
